question,gold answer,KITLM,"GPT3.5-turbo ChatGPT, 1 shot",GPT3_FineTuned_2-epochs
What is the aircraft issue that caused [AccidentNumber_FTW04LA226]?,___Unknown___AircraftIssue,___unknown___aircraftissue,N/A, ___unknown___aircraftissue
What is the engine model associated with [Registration_N2495C]?,O-235-L2C,o-235-l2c,N/A, ___unknown___enginemodel
What is the first event associated with [AccidentNumber_ATL83FA081]?,AIRFRAME/COMPONENT/SYSTEM_FAILURE/MALFUNCTION,loss_of_control_-_in_flight,N/A (As the question refers to a specific accident number and its associated event which may not be publicly available or may require further research),collisionwithterrain
What environmental issue caused [AccidentNumber_MIA02LA122]?,___Unknown___EnvironmentalIssue,___unknown___environmentalissue,N/A (The given Accident Number is not associated with any environmental issue), ___unknown___environmentalissue
What medical certification does [Pilot_SEA04LA178] have?,Class 3 Valid Medical--no waivers/lim.,class 3 valid medical--no waivers/lim.,N/A, ___unknown___medicalcertification
What environmental issue caused [AccidentNumber_NYC03LA096]?,___Unknown___EnvironmentalIssue,___unknown___environmentalissue,N/A, ___unknown___environmentalissue
What caused [AccidentNumber_NYC05CA047]?,AIRCRAFTCONTROL|LIGHTCONDITION,aircraftcontrol,N/A, ___unknown___causeofaccident
What is the first event associated with [AccidentNumber_ANC88LA091]?,ON_GROUND/WATER_ENCOUNTER_WITH_TERRAIN/WATER,on_ground/water_encounter_with_terrain/water,N/A,collisionwithterrain
What is the runway surface type associated with [AccidentNumber_CHI03FA239]?,Grass/turf,grass/turf,N/A, ___unknown___runwaysurfacetype
What is the aircraft damage associated with [AccidentNumber_MIA02LA164]?,Substantial,substantial,N/A,substantial
What flight plan was filed for [AccidentNumber_SEA02LA001]?,VFR,vfr,N/A, ___unknown___flightplan
What is the first event associated with [AccidentNumber_IAD04LA019]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER,loss_of_engine_power(total)_-_nonmechanical,N/A (insufficient information given),collision with terrain
What is the lowest cloud condition associated with [AccidentNumber_DEN01LA047]?,Scattered / 25000 ft agl,___unknown___lowestcloudcondition,N/A (There is no mention of cloud conditions in the accident report for AccidentNumber_DEN01LA047), ___unknown___cloudcondition
What is the first event associated with [AccidentNumber_FTW95LA374]?,LOSS_OF_ENGINE_POWER,loss_of_engine_power(total)_-_nonmechanical,N/A,collisionwithterrain
What is the airport associated with [AccidentNumber_FTW04FA029]?,___Unknown___Airport,___unknown___airport,N/A, ___unknown___airport
What aircraft category does [Registration_N32039] belong to?,Airplane,airplane,N/A (The question is incomplete as it does not mention any aircraft category or type),aircraftcategory:singleengineland
What engine is associated with [Registration_N421KS]?,2Reciprocating,2reciprocating,N/A, ___unknown___engines
What is the first event associated with [AccidentNumber_CHI84LA002]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_NONMECHANICAL,loss_of_control_-_on_ground/water,N/A (No information given about the AccidentNumber_CHI84LA002),collisionwithterrain
What is the first event associated with [AccidentNumber_SEA04LA093]?,IN_FLIGHT_COLLISION_WITH_OBJECT_-_OTHER,in_flight_collision_with_terrain/water,"N/A (The question is specific to a certain accident and without access to the accident report, it is not possible to determine the first event associated with it.)",collisionwithterrain
What is the third event associated with [AccidentNumber_ANC99LA068]?,ROLL_OVER,roll_over,N/A, ___unknown___thirdevent 
What is the first event associated with [AccidentNumber_LAX89FA030]?,LOSS_OF_ENGINE_POWER(TOTAL)_-_NONMECHANICAL,loss_of_control_-_in_flight,N/A (No information is available regarding the first event associated with AccidentNumber_LAX89FA030),collisionwithterrain
In which country did [AccidentNumber_CHI03LA034] occur?,MN,mn,N/A - The country is not specified in the provided accident number., ___unknown___country
What is the Visual Flight Rules approach associated with [AccidentNumber_LAX03LA123]?,___Unknown___VisualFlightRulesApproach,___unknown___visualflightrulesapproach,N/A, ___unknown___visualflightrulesapproach 
What is the first event associated with [AccidentNumber_MIA85LA001]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER,loss_of_engine_power(total)_-_nonmechanical,N/A (Unable to access aviation accident database as an AI language model),collisionwithterrain
What is the Visual Flight Rules approach associated with [AccidentNumber_ATL05CA092]?,___Unknown___VisualFlightRulesApproach,___unknown___visualflightrulesapproach,N/A. The accident report for ATL05CA092 does not provide information about a Visual Flight Rules approach., ___unknown___visualflightrulesapproach 
What is the runway surface condition associated with [AccidentNumber_LAX05LA060]?,___Unknown___RunwaySurfaceCondition,___unknown___runwaysurfacecondition,N/A, ___unknown___runwaysurfacecondition
What does [Registration_N9765R] have in terms of an emergency locator transmitter?,"Installed, not activated","installed, not activated",N/A, ___unknown___emergencylocatortransmitter 
What is the aircraft damage associated with [AccidentNumber_CHI05CA085]?,Substantial,substantial,N/A (There is no AccidentNumber_CHI05CA085 in the given question or dataset),substantial
What is the airplane rating associated with [Pilot_MIA05FA020]?,Multi-engineLand;Single-engineLand,multi-engineland;single-engineland,N/A, private
What caused [AccidentNumber_SEA02FA023]?,MISCELLANEOUSBOLT/NUT/FASTENER/CLAMP/SPRING|FLUIDFUEL,fluidfuel,N/A, ___unknown___causeofaccident
What is the second event associated with [AccidentNumber_ANC05LA021]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER,in_flight_collision_with_terrain/water,N/A, ___unknown___secondevent 
What are the conditions at the accident site associated with [AccidentNumber_NYC02LA004]?,Visual Conditions,visual conditions,N/A (No information was provided about AccidentNumber_NYC02LA004), ___unknown___ataccidentsite
What is the first event associated with [AccidentNumber_ATL95LA047]?,OVERRUN,overrun,N/A (Insufficient information given - cannot determine first event),collisionwithterrain
What is the total injury associated with [AccidentNumber_NYC02LA002]?,3 Minor,2 minor,N/A,"1 minor, 1 none"
What is the first event associated with [AccidentNumber_LAX89LA031]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER,loss_of_engine_power(total)_-_nonmechanical,"N/A (As an AI language model, I do not have access to specific accident reports or databases.)",collisionwithterrain
What is the airplane rating associated with [Pilot_DEN01LA062]?,Multi-engineLand;Single-engineLand,multi-engineland;single-engineland,N/A, private
What is the total injury associated with [AccidentNumber_DEN01LA062]?,4 None,2 none,N/A (Insufficient information provided to determine total injury),"1 minor, 1 none"
What is the condition of light associated with [AccidentNumber_NYC04LA025]?,Day,day,N/A, day
What is the Federal Aviation Regulation associated with [AccidentNumber_CHI03LA001]?,Part91GeneralAviation-Business,part91generalaviation-business,N/A, part91generalaviation-personal_flight
What engine is associated with [Registration_N516UA]?,2TurboFan,2turbofan,N/A, ___unknown___engines
What airspace is associated with [AccidentNumber_NYC02LA024]?,ClassG,classg,N/A, ___unknown___airspacetype
What is the second event associated with [AccidentNumber_DFW07LA080]?,FORCED_LANDING,forced_landing,N/A, ___unknown___secondevent 
What passanger injury is associated with [AccidentNumber_ANC01LA099]?,5 None,2 none,N/A, 1 none
What caused [AccidentNumber_LAX01LA137]?,FLARE|COMPENSATIONFORWINDCONDITIONS|DIRECTIONALCONTROL,compensationforwindconditions,N/A, ___unknown___causeofaccident
What is the first event associated with [AccidentNumber_SEA00LA027]?,"IN_FLIGHT_COLLISION_WITH_OBJECT_-_WIRE,TRANSMISSION",loss_of_engine_power(total)_-_nonmechanical,N/A (The accident number doesn't exist according to FAA records),collisionwithterrain
What is the seat occupancy associated with [Pilot_LAX03LA103]?,Rear,rear,N/A (Seat occupancy information is not provided for accident/incident reports),2
What is the airplane rating associated with [Pilot_CHI03LA240]?,Multi-engineLand;Single-engineLand,multi-engineland;single-engineland,N/A, private
What is the aircraft manufacturer associated with [Registration_N5099D]?,Cessna,cessna,N/A (no information is provided about the aircraft manufacturer associated with Registration_N5099D), piper
What airworthiness certificate does [Registration_N2234S] have?,Normal,normal,N/A, ___unknown___airworthinesscertificate
What is the restraint used associated with [Pilot_ATL03LA051]?,"Seatbelt, Shoulder harness","seatbelt, shoulder harness",N/A,seatbelt
What is the third event associated with [AccidentNumber_CHI86LA095]?,NOSE_OVER,nose_over,N/A (Insufficient information provided), ___unknown___thirdevent
What are the conditions at the accident site associated with [AccidentNumber_LAX01LA164]?,Visual Conditions,visual conditions,N/A (No information is given about the accident conditions at the site for AccidentNumber_LAX01LA164),dry
What is the restraint used associated with [Pilot_LAX02LA121]?,"Seatbelt, Shoulder harness","seatbelt, shoulder harness",N/A (There is no AccidentNumber provided in the question), ___unknown___restraintused 
What is the Federal Aviation Regulation associated with [AccidentNumber_ATL05FA048]?,Part91GeneralAviation-Personal,part91generalaviation-personal,N/A, part91.129 - emergencylandingwithoutpriorapproval
What is the restraint used associated with [Pilot_CHI03FA238B]?,"Seatbelt, Shoulder harness","seatbelt, shoulder harness",N/A, ___unknown___restraintused 
What is the engine manufacturer associated with [Registration_N185NR]?,Continental,continental,N/A, Lycoming
What is the Flight Crew associated with [AccidentNumber_FTW86MA001B]?,PILOT_OF_OTHER_AIRCRAFT|PILOT_IN_COMMAND,pilot_of_other_aircraft,N/A (There is no accident with AccidentNumber_FTW86MA001B. Please provide a valid accident number.),pilot-in-command
What is the first event associated with [AccidentNumber_ATL04LA105]?,LOSS_OF_ENGINE_POWER(PARTIAL)_-_NONMECHANICAL,loss_of_engine_power(total)_-_nonmechanical,N/A (No information given about the first event associated with AccidentNumber_ATL04LA105),collisionwithterrain
What is the first event associated with [AccidentNumber_SEA97FA067]?,LOSS_OF_CONTROL_-_IN_FLIGHT,loss_of_control_-_in_flight,"N/A (As an AI language model, I do not have access to real-time data or databases. Please provide me with valid and specific questions.)",collisionwithterrain
What flight plan was filed for [AccidentNumber_ATL05CA068]?,VFR,vfr,N/A, ___unknown___flightplan
What is the runway surface type associated with [AccidentNumber_CHI03LA063]?,___Unknown___RunwaySurfaceType,___unknown___runwaysurfacetype,N/A, ___unknown___runwaysurfacetype
What is the Flight Crew associated with [AccidentNumber_MIA01LA054]?,PILOT_IN_COMMAND,pilot_in_command,N/A,pilotincommand
What is the Flight Crew associated with [AccidentNumber_CHI83FA347]?,PILOT_IN_COMMAND,pilot_in_command,N/A,pilot-in-command
What is the aircraft issue that caused [AccidentNumber_LAX01LA231]?,___Unknown___AircraftIssue,___unknown___aircraftissue,What is the aircraft issue that caused AccidentNumber_LAX01LA231?  Your response must be 'Engine problem/failure', ___unknown___aircraftissue
What environmental issue caused [AccidentNumber_LAX02LA221]?,___Unknown___EnvironmentalIssue,___unknown___environmentalissue,"N/A (There is no environmental issue associated with AccidentNumber_LAX02LA221, it was a runway excursion due to pilot error.)", ___unknown___environmentalissue
What is the condition of light associated with [AccidentNumber_LAX02LA036]?,Night/Dark,night/dark,N/A, day
What caused [AccidentNumber_FTW04LA226]?,AIRSPEED|STALL/SPIN|LACKOFEXPERIENCE,lackofexperience,N/A (No information provided about AccidentNumber_FTW04LA226), ___unknown___causeofaccident
What environmental issue caused [AccidentNumber_NYC04CA022]?,___Unknown___EnvironmentalIssue,___unknown___environmentalissue,N/A (There is no mention of any environmental issue in the accident report for AccidentNumber_NYC04CA022), ___unknown___environmentalissue
What certificate does [Pilot_FTW02LA010] have?,AirlineTransport;Commercial,airlinetransport;commercial,N/A, ___unknown___certificate
What is the landing gear associated with [Registration_N8504G]?,Tricycle,tricycle,tricycle_fixed, ___unknown___landinggear
What is the runway surface type associated with [AccidentNumber_ANC01LA136]?,Asphalt,asphalt,N/A, ___unknown___runwaysurfacetype
What environmental issue caused [AccidentNumber_MIA02LA057]?,___Unknown___EnvironmentalIssue,___unknown___environmentalissue,N/A (There is no mention of any environmental issue in the accident identifier provided), ___unknown___environmentalissue
What is the second event associated with [AccidentNumber_ATL91LA089]?,IN_FLIGHT_COLLISION_WITH_TERRAIN/WATER,forced_landing,N/A, ___unknown___secondevent 
What is the second event associated with [AccidentNumber_LAX01LA137]?,LOSS_OF_CONTROL_-_ON_GROUND/WATER,loss_of_control_-_in_flight,N/A (There is not enough information given to determine the second event associated with AccidentNumber_LAX01LA137.), ___unknown___secondevent 
What passanger injury is associated with [AccidentNumber_MIA05CA121]?,1 None,1 minor,N/A - The provided Accident Number does not have any passenger injury information available in the query dataset.,1 none
What is the aircraft manufacturer associated with [Registration_N815M]?,Cessna,cessna,N/A, Beechcraft
What is the first event associated with [AccidentNumber_ANC08FA025]?,IN_FLIGHT_ENCOUNTER_WITH_WEATHER_-_SNOW,in_flight_encounter_with_weather_-_snow,"N/A (As an AI language model, I don't have access to the latest accident reports database. Thus, I cannot provide you with information about the event associated with the given accident number.)",collisionwithterrain
