question,gold answer,KITLM,"GPT3.5-turbo ChatGPT, 1 shot",GPT3_FineTuned_2-epochs
What is the landing gear type of the registered aircraft involved in [AccidentNumber_MIA02LA122],Tailwheel,tricycle,Retractable tricycle.,tricycle
Which cities have the accidents of the aircraft registered with [Registration_N95223] occurred in,Winston,wales,N/A (The given Registration Number does not correspond to any accident in the available data),"bakersfield,ca;chicago,il;dallas,tx;denver,co;detroit,mi;houston,tx;losangeles,ca;memphis,tn;newyork,ny;philadelphia"
What could have contributed to the cause of the accident [AccidentNumber_ATL83LA006],OTHER,other,N/A (no accident with this identifier in the database),other_maintenance_personnel_personnel_of_other_aircraft_organizations_personnel_of_other_organizations_personnel_of_unknown_organization_personnel_of_unknown_organization
What is the operator of the registered aircraft involved in [AccidentNumber_FTW03LA102],Herbert F. Vandenberg,johnny thornley,N/A (Insufficient information provided),"Cessna Aircraft Company, Inc."
What is the operator of the registered aircraft involved in [AccidentNumber_DEN05LA019],KW Avation,salt lake city community,N/A (Insufficient information provided),"C.J.H. Aviation, Inc."
What caused the accident of aircraft registered with [Registration_N82120],___Unknown___AircraftIssue|___Unknown___EnvironmentalIssue|DIRECTIONALCONTROL|THROTTLE/POWERCONTROL,___unknown___aircraftissue,N/A (The registration number does not correspond to any known accident),flightplan/navigationplan/aircraftconfiguration/flightplan/navigationplan/aircraftconfiguration/flightplan/navigationplan/aircraftconfiguration/flightplan/navigationplan/aircraftconfiguration/flightplan
Which cities have the accidents of the aircraft registered with [Registration_N5006V] occurred in,PanamaCity,wiltz,N/A - The question is not related to the aircraft with Registration_N5006V.,"denver,colorado"
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_ATL03FA115],Class 3 Valid Medical--w/ waivers/lim.,class 3 valid medical--w/ waivers/lim.,N/A,Medical with waivers. No waivers in effect. No waivers in effect.
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_NYC04LA025],Normal,normal,Standard,normal;utility;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-eng
What is the operator of the registered aircraft involved in [AccidentNumber_LAX04CA310],"Arizona Soaring, Inc.",kern charter service inc.,N/A (The provided accident number is not valid),"Cessna Aircraft Company, Inc."
What could have contributed to the cause of the accident [AccidentNumber_ATL95LA058],OTHER|OTHERPERSON|OTHER,other,Pilot error.,personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_personnel_management_
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_MIA01GA070],3648 Hours,9220 hours at time of accident,N/A,1408.0 hours at time of accident.
What is the aircraft category of the registered aircraft involved in [AccidentNumber_ATL04LA164],Airplane,airplane,N/A - There is no AccidentNumber_ATL04LA164 on record., airplane:aircraft_category_normal_lightning_strike_aircraft_iiii_b.txt
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_IAD05LA071],Private,private,N/A,Private;commercial;flightengineer;flightengineerinstructor;flightengineerinstructorinflightacrobatics;flightengineerinstructorinflightacrobaticsandflightinstructor;flightengineerinstructor
What was the airplane rating of the pilot in the aircraft involved in [AccidentNumber_FTW04LA053],Single-engineLand,single-engineland,N/A (The information about pilot's airplane rating is not present in the given accident number FTW04LA053),Single-engineland;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-enginesea;single-
What caused the accident of aircraft registered with [Registration_N8356X],DIRECTIONALCONTROL|___Unknown___AircraftIssue|___Unknown___EnvironmentalIssue|LANDINGGEARTIRE,___unknown___environmentalissue,N/A. More information is needed to determine the accident involving a specific aircraft registered with N8356X.,unknownpersonnel/equipmentinadequatecondition/maintenancepersonnel/maintenancepersonnel/equipmentinadequatecondition/personnel/personnel/personnel/personnel/personnel/personnel/personnel/person
Which cities have the accidents of the aircraft registered with [Registration_N370V] occurred in,Teterboro,linden,N/A (no aircraft with Registration_N370V found in public incident databases),"denver,colorado"
What was the medical certification of the pilot in the aircraft involved in [AccidentNumber_DEN01LA047],Class 3 Valid Medical--w/ waivers/lim.,class 2 valid medical--w/ waivers/lim.,N/A (The accident identification code provided is invalid or incorrect. Please provide a valid accident identification code.),Medical with waivers. No waivers in effect. No waivers in effect.
What is the engine type of the registered aircraft involved in [AccidentNumber_SEA02LA117],1Reciprocating,1reciprocating,N/A,turbo-jet-turbofan-turboprop-turboshaft-turboshaft-turboshaft-turboshaft-turboshaft-turboshaft
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_NYC05CA047],Private,private,Private Pilot Certificate with single engine land rating.,Private;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_LAX01LA068],Rotorway,lycoming,N/A,turbomeca.com/engines/turbomeca_tmb-2-2a1-2a1-2a1-2a1-2a1-2a1-2a1-2a
Which cities have the accidents of the aircraft registered with [Registration_N1068S] occurred in,Oshkosh,wilmington,N/A (There is no mention of any accidents involving the aircraft with registration number N1068S in the given information.),"Bakersfield,California;Casper,Wyoming;Denver,Colorado;Fresno,California;LasVegas,Nevada;LosAngeles,California;Phoenix,Arizona;SanDiego,California;Tucson"
Who is the registered owner of the registered aircraft involved in [AccidentNumber_ANC01LA099],Ronald D. Rosso,"wright air service,inc.","N/A (As an AI language model, I don't have access to the real-time database of registered aircraft information)",The registered owner of the registered aircraft involved in [AccidentNumber_ANC01LA099] is the owner of the registered aircraft.
What could have contributed to the cause of the accident [AccidentNumber_GAA16CA094],STUDENT_PILOT|FLIGHTCREW|NOT_SPECIFIED|INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|NotSpecified|Attain/maintainNotPossible|Notattained/maintained|CapabilityExceeded,notspecified,N/A,_unknown_personnel_condition_at_time_of_occurrence_of_accident_of_other_personnel_personnel_management_of_personnel_condition_at_time_of_occurrence_
What was the certificate of the pilot in the aircraft involved in [AccidentNumber_NYC02LA179],Private,private,N/A (The question cannot be answered with the given information. The pilot's certificate was not mentioned in the accident report.),Private;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;commercial;flightengineer;
Where did the accidents with accident of aircraft registered with [Registration_N333EG] occur,MA,tx,N/A (There is no record of any accidents involving aircraft registered with Registration_N333EG),"florida,florida"
Who is the engine manufacturer of the registered aircraft involved in [AccidentNumber_ATL04LA114],Lycoming,continental,N/A,turbomeca.com/engines/turbomeca_tmb-2-2a1-2a1-2a1-2a1-2a1-2a1-2a1-2a
What is the Airframe Total Time of the registered aircraft involved in [AccidentNumber_SEA04FA032],3303 Hours as of last inspection,6868 hours as of last inspection,N/A,1408.0 hours at time of accident.
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_NYC02LA101],Normal,normal,Standard.,normal;aircraftnotregisteredforflightinthiscountry;noairworthinesscertificatesissuedforaircraftoftypeinvolvedinaccidentwithaccidentnumbernyc02la101;no waiversoflimitationsofairworthinesscertificatesissued
What is the aircraft category of the registered aircraft involved in [AccidentNumber_FTW01LA045],Airplane,airplane,N/A,turboprop:turbopropenginedaircraftturbopropenginedaircraftturbopropenginedaircraftturbopropenginedaircraftturbopropenginedaircraftturbopropeng
Where did the accidents with accident of aircraft registered with [Registration_N185NR] occur,WI,pa,N/A,florida
What is the aircraft manufacturer of the registered aircraft involved in [AccidentNumber_ANC04LA060],Cessna,cessna,N/A (The AccidentNumber_ANC04LA060 is not provided in the prompt for me to look up the aircraft manufacturer.),craigaircraft.com/aircraft/craig-aircraft-c-a-2-a-3-a-4-a-5-a-6-a-7-a-8-a-
What is the operator of the registered aircraft involved in [AccidentNumber_MIA05CA065],KEMS LLC,helicopters of america,N/A (insufficient information provided),"Cessna Aircraft Company, Inc."
What could have contributed to the cause of the accident [AccidentNumber_CEN13FA082],INSTRUCTOR/CHECK_PILOT|PILOT_IN_COMMAND|STUDENT_PILOT|FLIGHTCREW|ContributedToOutcome|DecisionRelatedToCondition,effectonoperation,Loss of engine power due to fuel exhaustion contributed to the cause of AccidentNumber_CEN13FA082.,_unknown_personnel_management_personnel_management_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_personnel_person
What is the aircraft category of the registered aircraft involved in [AccidentNumber_ANC03FA106],Airplane,airplane,N/A (Insufficient information provided. Cannot determine the aircraft category from the given accident number.), airplane:airplane_single_engineland_sea_seaplane_single_seaplane_single_engineland_sea_seaplane_single_seaplane_single_engineland_sea_seaplane_single_
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_FTW02LA029],Experimental,normal,Standard.,normal;utility;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-engineland;single-eng
What is the serial number of the registered aircraft involved in [AccidentNumber_MIA02LA057],R172-0269,208b0689,N/A (Insufficient Information),3-12-2-8-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_ATL05CA123],Normal,normal,N/A,normal;aircraft not required to be registered in Canada;no airworthiness certificates issued for aircraft of type involved in accident;no waivers issued for aircraft of type involved in accident;no waivers issued for aircraft of type involved in accident;no waivers issued
What is the airworthiness certificate of the registered aircraft involved in [AccidentNumber_NYC03LA003],Normal,normal,Standard.,normal;aircraftnotregisteredforflightin Canada;noairworthinesscertificatesissuedforaircraftoftypeinvolvedinaccidentwithaccidentnumbernyc03la003;noairworthinesscertificatesissuedforaircraftoftypeinvolved
Which pilots have been involved in the accident of aircraft registered with [Registration_N26HV],Pilot_DEN01LA038,pilot_lax05ca128,N/A (There is no record of an aircraft registered with Registration_N26HV being involved in an accident),pilot_chi01la039a039a039a039a039a039a039a039a039a039a039a039a039a039a039
